stimulus,Task1,Task2_single,Task2_mix,Intensity,Pleasantness,Green,Cucumber,Herbal,Mint,Woody,Pine,Floral,Powdery,Fruity,Citrus,Tropical,Berry,Peach,Sweet,Caramellic,Vanilla,BrownSpice,Smoky,Burnt,Roasted,Grainy,Meaty,Nutty,Fatty,Coconut,Waxy,Dairy,Buttery,Cheesy,Sour,Fermented,Sulfurous,Garlic.Onion,Earthy,Mushroom,Musty,Ammonia,Fishy,Fecal,Rotten.Decay,Rubber,Phenolic,Animal,Medicinal,Cooling,Sharp,Chlorine,Alcoholic,Plastic,Ozone,Metallic,rata,intensity_pleasantness,rata_intensity_pleasantness
166,0,1,0,0.6826050419999999,0.5643697479,0.010062893,0.010062893,0.0163522012,0.0,0.0012578616,0.0,0.0,0.0012578616,0.0,0.0,0.0,0.0037735850000000003,0.0,0.0,0.0,0.0,0.0012578616,0.020125786200000002,0.0213836478,0.059119496800000004,0.0037735850000000003,0.079245283,0.0075471698000000005,0.0314465408,0.0,0.0012578616,0.0050314466,0.015094339600000001,0.059119496800000004,0.037735849,0.0842767296,0.0490566038,0.8301886792,0.0113207548,0.050314465399999994,0.013836478,0.0025157232,0.0037735850000000003,0.0025157232,0.020125786200000002,0.0327044026,0.0037735850000000003,0.0037735850000000003,0.0,0.0,0.0289308176,0.0062893082000000005,0.0,0.0,0.0075471698000000005,0.010062893,"[0.010062893, 0.010062893, 0.0163522012, 0.0, 0.0012578616, 0.0, 0.0, 0.0012578616, 0.0, 0.0, 0.0, 0.0037735850000000003, 0.0, 0.0, 0.0, 0.0, 0.0012578616, 0.020125786200000002, 0.0213836478, 0.059119496800000004, 0.0037735850000000003, 0.079245283, 0.0075471698000000005, 0.0314465408, 0.0, 0.0012578616, 0.0050314466, 0.015094339600000001, 0.059119496800000004, 0.037735849, 0.0842767296, 0.0490566038, 0.8301886792, 0.0113207548, 0.050314465399999994, 0.013836478, 0.0025157232, 0.0037735850000000003, 0.0025157232, 0.020125786200000002, 0.0327044026, 0.0037735850000000003, 0.0037735850000000003, 0.0, 0.0, 0.0289308176, 0.0062893082000000005, 0.0, 0.0, 0.0075471698000000005, 0.010062893]","[0.6826050419999999, 0.5643697479]","[0.6826050419999999, 0.5643697479, 0.010062893, 0.010062893, 0.0163522012, 0.0, 0.0012578616, 0.0, 0.0, 0.0012578616, 0.0, 0.0, 0.0, 0.0037735850000000003, 0.0, 0.0, 0.0, 0.0, 0.0012578616, 0.020125786200000002, 0.0213836478, 0.059119496800000004, 0.0037735850000000003, 0.079245283, 0.0075471698000000005, 0.0314465408, 0.0, 0.0012578616, 0.0050314466, 0.015094339600000001, 0.059119496800000004, 0.037735849, 0.0842767296, 0.0490566038, 0.8301886792, 0.0113207548, 0.050314465399999994, 0.013836478, 0.0025157232, 0.0037735850000000003, 0.0025157232, 0.020125786200000002, 0.0327044026, 0.0037735850000000003, 0.0037735850000000003, 0.0, 0.0, 0.0289308176, 0.0062893082000000005, 0.0, 0.0, 0.0075471698000000005, 0.010062893]"
199,0,1,0,0.462605042,0.5241176471,0.012578616400000001,0.0050314466,0.0364779874,0.0037735850000000003,0.0352201258,0.025157232800000002,0.0188679246,0.0113207548,0.0163522012,0.0062893082000000005,0.0088050314,0.0088050314,0.0113207548,0.096855346,0.11949685539999999,0.06666666660000001,0.06163522019999999,0.0075471698000000005,0.05283018860000001,0.0289308176,0.0352201258,0.0163522012,0.0490566038,0.0213836478,0.13081761,0.045283018800000005,0.0075471698000000005,0.010062893,0.0062893082000000005,0.0176100628,0.0427672956,0.025157232800000002,0.012578616400000001,0.0050314466,0.0012578616,0.0540880504,0.0716981132,0.0037735850000000003,0.0,0.0,0.015094339600000001,0.041509434,0.0075471698000000005,0.0364779874,0.0113207548,0.022641509400000003,0.015094339600000001,0.06792452839999999,0.06792452839999999,0.013836478,0.0062893082000000005,"[0.012578616400000001, 0.0050314466, 0.0364779874, 0.0037735850000000003, 0.0352201258, 0.025157232800000002, 0.0188679246, 0.0113207548, 0.0163522012, 0.0062893082000000005, 0.0088050314, 0.0088050314, 0.0113207548, 0.096855346, 0.11949685539999999, 0.06666666660000001, 0.06163522019999999, 0.0075471698000000005, 0.05283018860000001, 0.0289308176, 0.0352201258, 0.0163522012, 0.0490566038, 0.0213836478, 0.13081761, 0.045283018800000005, 0.0075471698000000005, 0.010062893, 0.0062893082000000005, 0.0176100628, 0.0427672956, 0.025157232800000002, 0.012578616400000001, 0.0050314466, 0.0012578616, 0.0540880504, 0.0716981132, 0.0037735850000000003, 0.0, 0.0, 0.015094339600000001, 0.041509434, 0.0075471698000000005, 0.0364779874, 0.0113207548, 0.022641509400000003, 0.015094339600000001, 0.06792452839999999, 0.06792452839999999, 0.013836478, 0.0062893082000000005]","[0.462605042, 0.5241176471]","[0.462605042, 0.5241176471, 0.012578616400000001, 0.0050314466, 0.0364779874, 0.0037735850000000003, 0.0352201258, 0.025157232800000002, 0.0188679246, 0.0113207548, 0.0163522012, 0.0062893082000000005, 0.0088050314, 0.0088050314, 0.0113207548, 0.096855346, 0.11949685539999999, 0.06666666660000001, 0.06163522019999999, 0.0075471698000000005, 0.05283018860000001, 0.0289308176, 0.0352201258, 0.0163522012, 0.0490566038, 0.0213836478, 0.13081761, 0.045283018800000005, 0.0075471698000000005, 0.010062893, 0.0062893082000000005, 0.0176100628, 0.0427672956, 0.025157232800000002, 0.012578616400000001, 0.0050314466, 0.0012578616, 0.0540880504, 0.0716981132, 0.0037735850000000003, 0.0, 0.0, 0.015094339600000001, 0.041509434, 0.0075471698000000005, 0.0364779874, 0.0113207548, 0.022641509400000003, 0.015094339600000001, 0.06792452839999999, 0.06792452839999999, 0.013836478, 0.0062893082000000005]"
204,0,1,0,0.5191596639,0.5094117647,0.1496855346,0.0364779874,0.10943396219999998,0.0163522012,0.1270440252,0.065408805,0.079245283,0.0113207548,0.0075471698000000005,0.015094339600000001,0.0088050314,0.0062893082000000005,0.0062893082000000005,0.0213836478,0.0,0.0,0.025157232800000002,0.0088050314,0.020125786200000002,0.0025157232,0.0088050314,0.0,0.010062893,0.0050314466,0.0025157232,0.0088050314,0.0,0.0,0.0,0.0075471698000000005,0.0176100628,0.0062893082000000005,0.0,0.0779874214,0.020125786200000002,0.1672955974,0.0213836478,0.0,0.0,0.015094339600000001,0.037735849,0.0855345912,0.010062893,0.0955974842,0.045283018800000005,0.0264150944,0.051572326999999994,0.0465408806,0.038993710599999995,0.10062893079999999,0.0352201258,"[0.1496855346, 0.0364779874, 0.10943396219999998, 0.0163522012, 0.1270440252, 0.065408805, 0.079245283, 0.0113207548, 0.0075471698000000005, 0.015094339600000001, 0.0088050314, 0.0062893082000000005, 0.0062893082000000005, 0.0213836478, 0.0, 0.0, 0.025157232800000002, 0.0088050314, 0.020125786200000002, 0.0025157232, 0.0088050314, 0.0, 0.010062893, 0.0050314466, 0.0025157232, 0.0088050314, 0.0, 0.0, 0.0, 0.0075471698000000005, 0.0176100628, 0.0062893082000000005, 0.0, 0.0779874214, 0.020125786200000002, 0.1672955974, 0.0213836478, 0.0, 0.0, 0.015094339600000001, 0.037735849, 0.0855345912, 0.010062893, 0.0955974842, 0.045283018800000005, 0.0264150944, 0.051572326999999994, 0.0465408806, 0.038993710599999995, 0.10062893079999999, 0.0352201258]","[0.5191596639, 0.5094117647]","[0.5191596639, 0.5094117647, 0.1496855346, 0.0364779874, 0.10943396219999998, 0.0163522012, 0.1270440252, 0.065408805, 0.079245283, 0.0113207548, 0.0075471698000000005, 0.015094339600000001, 0.0088050314, 0.0062893082000000005, 0.0062893082000000005, 0.0213836478, 0.0, 0.0, 0.025157232800000002, 0.0088050314, 0.020125786200000002, 0.0025157232, 0.0088050314, 0.0, 0.010062893, 0.0050314466, 0.0025157232, 0.0088050314, 0.0, 0.0, 0.0, 0.0075471698000000005, 0.0176100628, 0.0062893082000000005, 0.0, 0.0779874214, 0.020125786200000002, 0.1672955974, 0.0213836478, 0.0, 0.0, 0.015094339600000001, 0.037735849, 0.0855345912, 0.010062893, 0.0955974842, 0.045283018800000005, 0.0264150944, 0.051572326999999994, 0.0465408806, 0.038993710599999995, 0.10062893079999999, 0.0352201258]"
423,0,1,0,0.7683193277,0.498487395,0.0176100628,0.0062893082000000005,0.0465408806,0.0767295598,0.0050314466,0.0628930818,0.0025157232,0.0088050314,0.0075471698000000005,0.015094339600000001,0.0088050314,0.0025157232,0.0050314466,0.020125786200000002,0.0,0.0025157232,0.0075471698000000005,0.0062893082000000005,0.0037735850000000003,0.0,0.0,0.0025157232,0.0,0.0088050314,0.0,0.0025157232,0.0,0.0,0.0075471698000000005,0.0050314466,0.012578616400000001,0.013836478,0.0050314466,0.015094339600000001,0.0037735850000000003,0.0264150944,0.0855345912,0.0289308176,0.010062893,0.0352201258,0.0037735850000000003,0.0327044026,0.0075471698000000005,0.5735849056,0.36855345920000004,0.0867924528,0.0490566038,0.0754716982,0.0176100628,0.027672956,0.013836478,"[0.0176100628, 0.0062893082000000005, 0.0465408806, 0.0767295598, 0.0050314466, 0.0628930818, 0.0025157232, 0.0088050314, 0.0075471698000000005, 0.015094339600000001, 0.0088050314, 0.0025157232, 0.0050314466, 0.020125786200000002, 0.0, 0.0025157232, 0.0075471698000000005, 0.0062893082000000005, 0.0037735850000000003, 0.0, 0.0, 0.0025157232, 0.0, 0.0088050314, 0.0, 0.0025157232, 0.0, 0.0, 0.0075471698000000005, 0.0050314466, 0.012578616400000001, 0.013836478, 0.0050314466, 0.015094339600000001, 0.0037735850000000003, 0.0264150944, 0.0855345912, 0.0289308176, 0.010062893, 0.0352201258, 0.0037735850000000003, 0.0327044026, 0.0075471698000000005, 0.5735849056, 0.36855345920000004, 0.0867924528, 0.0490566038, 0.0754716982, 0.0176100628, 0.027672956, 0.013836478]","[0.7683193277, 0.498487395]","[0.7683193277, 0.498487395, 0.0176100628, 0.0062893082000000005, 0.0465408806, 0.0767295598, 0.0050314466, 0.0628930818, 0.0025157232, 0.0088050314, 0.0075471698000000005, 0.015094339600000001, 0.0088050314, 0.0025157232, 0.0050314466, 0.020125786200000002, 0.0, 0.0025157232, 0.0075471698000000005, 0.0062893082000000005, 0.0037735850000000003, 0.0, 0.0, 0.0025157232, 0.0, 0.0088050314, 0.0, 0.0025157232, 0.0, 0.0, 0.0075471698000000005, 0.0050314466, 0.012578616400000001, 0.013836478, 0.0050314466, 0.015094339600000001, 0.0037735850000000003, 0.0264150944, 0.0855345912, 0.0289308176, 0.010062893, 0.0352201258, 0.0037735850000000003, 0.0327044026, 0.0075471698000000005, 0.5735849056, 0.36855345920000004, 0.0867924528, 0.0490566038, 0.0754716982, 0.0176100628, 0.027672956, 0.013836478]"
588,0,1,0,0.41915966390000003,0.6023529412,0.0289308176,0.010062893,0.0352201258,0.0012578616,0.0465408806,0.025157232800000002,0.255345912,0.2452830188,0.013836478,0.015094339600000001,0.0176100628,0.013836478,0.012578616400000001,0.10314465399999999,0.0113207548,0.025157232800000002,0.0,0.0012578616,0.0037735850000000003,0.0,0.0,0.0050314466,0.0062893082000000005,0.0088050314,0.020125786200000002,0.027672956,0.020125786200000002,0.0,0.010062893,0.022641509400000003,0.0088050314,0.0037735850000000003,0.0,0.022641509400000003,0.0,0.06792452839999999,0.0188679246,0.0,0.0,0.0,0.0113207548,0.023899371,0.0050314466,0.027672956,0.0163522012,0.010062893,0.023899371,0.022641509400000003,0.0188679246,0.0817610062,0.0188679246,"[0.0289308176, 0.010062893, 0.0352201258, 0.0012578616, 0.0465408806, 0.025157232800000002, 0.255345912, 0.2452830188, 0.013836478, 0.015094339600000001, 0.0176100628, 0.013836478, 0.012578616400000001, 0.10314465399999999, 0.0113207548, 0.025157232800000002, 0.0, 0.0012578616, 0.0037735850000000003, 0.0, 0.0, 0.0050314466, 0.0062893082000000005, 0.0088050314, 0.020125786200000002, 0.027672956, 0.020125786200000002, 0.0, 0.010062893, 0.022641509400000003, 0.0088050314, 0.0037735850000000003, 0.0, 0.022641509400000003, 0.0, 0.06792452839999999, 0.0188679246, 0.0, 0.0, 0.0, 0.0113207548, 0.023899371, 0.0050314466, 0.027672956, 0.0163522012, 0.010062893, 0.023899371, 0.022641509400000003, 0.0188679246, 0.0817610062, 0.0188679246]","[0.41915966390000003, 0.6023529412]","[0.41915966390000003, 0.6023529412, 0.0289308176, 0.010062893, 0.0352201258, 0.0012578616, 0.0465408806, 0.025157232800000002, 0.255345912, 0.2452830188, 0.013836478, 0.015094339600000001, 0.0176100628, 0.013836478, 0.012578616400000001, 0.10314465399999999, 0.0113207548, 0.025157232800000002, 0.0, 0.0012578616, 0.0037735850000000003, 0.0, 0.0, 0.0050314466, 0.0062893082000000005, 0.0088050314, 0.020125786200000002, 0.027672956, 0.020125786200000002, 0.0, 0.010062893, 0.022641509400000003, 0.0088050314, 0.0037735850000000003, 0.0, 0.022641509400000003, 0.0, 0.06792452839999999, 0.0188679246, 0.0, 0.0, 0.0, 0.0113207548, 0.023899371, 0.0050314466, 0.027672956, 0.0163522012, 0.010062893, 0.023899371, 0.022641509400000003, 0.0188679246, 0.0817610062, 0.0188679246]"
628,0,1,0,0.6421848739,0.6095798319,0.1496855346,0.0289308176,0.14716981140000002,0.06163522019999999,0.0364779874,0.1295597484,0.1421383648,0.023899371,0.1056603774,0.19245283019999998,0.0364779874,0.0440251572,0.0188679246,0.10062893079999999,0.0050314466,0.0062893082000000005,0.038993710599999995,0.0050314466,0.0075471698000000005,0.0,0.0,0.0,0.0025157232,0.0,0.0,0.0075471698000000005,0.0050314466,0.0,0.0,0.025157232800000002,0.0025157232,0.0050314466,0.0,0.0012578616,0.0,0.027672956,0.05283018860000001,0.0025157232,0.0,0.0037735850000000003,0.0088050314,0.0213836478,0.0,0.0880503144,0.079245283,0.0327044026,0.037735849,0.027672956,0.013836478,0.0540880504,0.0012578616,"[0.1496855346, 0.0289308176, 0.14716981140000002, 0.06163522019999999, 0.0364779874, 0.1295597484, 0.1421383648, 0.023899371, 0.1056603774, 0.19245283019999998, 0.0364779874, 0.0440251572, 0.0188679246, 0.10062893079999999, 0.0050314466, 0.0062893082000000005, 0.038993710599999995, 0.0050314466, 0.0075471698000000005, 0.0, 0.0, 0.0, 0.0025157232, 0.0, 0.0, 0.0075471698000000005, 0.0050314466, 0.0, 0.0, 0.025157232800000002, 0.0025157232, 0.0050314466, 0.0, 0.0012578616, 0.0, 0.027672956, 0.05283018860000001, 0.0025157232, 0.0, 0.0037735850000000003, 0.0088050314, 0.0213836478, 0.0, 0.0880503144, 0.079245283, 0.0327044026, 0.037735849, 0.027672956, 0.013836478, 0.0540880504, 0.0012578616]","[0.6421848739, 0.6095798319]","[0.6421848739, 0.6095798319, 0.1496855346, 0.0289308176, 0.14716981140000002, 0.06163522019999999, 0.0364779874, 0.1295597484, 0.1421383648, 0.023899371, 0.1056603774, 0.19245283019999998, 0.0364779874, 0.0440251572, 0.0188679246, 0.10062893079999999, 0.0050314466, 0.0062893082000000005, 0.038993710599999995, 0.0050314466, 0.0075471698000000005, 0.0, 0.0, 0.0, 0.0025157232, 0.0, 0.0, 0.0075471698000000005, 0.0050314466, 0.0, 0.0, 0.025157232800000002, 0.0025157232, 0.0050314466, 0.0, 0.0012578616, 0.0, 0.027672956, 0.05283018860000001, 0.0025157232, 0.0, 0.0037735850000000003, 0.0088050314, 0.0213836478, 0.0, 0.0880503144, 0.079245283, 0.0327044026, 0.037735849, 0.027672956, 0.013836478, 0.0540880504, 0.0012578616]"
715,0,1,0,0.6844537815,0.5669747898999999,0.0075471698000000005,0.0,0.0716981132,0.09433962259999999,0.0289308176,0.0490566038,0.0163522012,0.0088050314,0.015094339600000001,0.010062893,0.0188679246,0.0314465408,0.0088050314,0.037735849,0.015094339600000001,0.0,0.0025157232,0.0,0.0037735850000000003,0.0,0.0025157232,0.0,0.0,0.0,0.0,0.0176100628,0.0,0.0,0.0,0.0075471698000000005,0.0075471698000000005,0.0037735850000000003,0.0,0.0062893082000000005,0.0,0.012578616400000001,0.038993710599999995,0.0,0.0,0.0025157232,0.0289308176,0.0880503144,0.0062893082000000005,0.4955974842,0.3698113208,0.05283018860000001,0.045283018800000005,0.0742138364,0.0893081762,0.045283018800000005,0.012578616400000001,"[0.0075471698000000005, 0.0, 0.0716981132, 0.09433962259999999, 0.0289308176, 0.0490566038, 0.0163522012, 0.0088050314, 0.015094339600000001, 0.010062893, 0.0188679246, 0.0314465408, 0.0088050314, 0.037735849, 0.015094339600000001, 0.0, 0.0025157232, 0.0, 0.0037735850000000003, 0.0, 0.0025157232, 0.0, 0.0, 0.0, 0.0, 0.0176100628, 0.0, 0.0, 0.0, 0.0075471698000000005, 0.0075471698000000005, 0.0037735850000000003, 0.0, 0.0062893082000000005, 0.0, 0.012578616400000001, 0.038993710599999995, 0.0, 0.0, 0.0025157232, 0.0289308176, 0.0880503144, 0.0062893082000000005, 0.4955974842, 0.3698113208, 0.05283018860000001, 0.045283018800000005, 0.0742138364, 0.0893081762, 0.045283018800000005, 0.012578616400000001]","[0.6844537815, 0.5669747898999999]","[0.6844537815, 0.5669747898999999, 0.0075471698000000005, 0.0, 0.0716981132, 0.09433962259999999, 0.0289308176, 0.0490566038, 0.0163522012, 0.0088050314, 0.015094339600000001, 0.010062893, 0.0188679246, 0.0314465408, 0.0088050314, 0.037735849, 0.015094339600000001, 0.0, 0.0025157232, 0.0, 0.0037735850000000003, 0.0, 0.0025157232, 0.0, 0.0, 0.0, 0.0, 0.0176100628, 0.0, 0.0, 0.0, 0.0075471698000000005, 0.0075471698000000005, 0.0037735850000000003, 0.0, 0.0062893082000000005, 0.0, 0.012578616400000001, 0.038993710599999995, 0.0, 0.0, 0.0025157232, 0.0289308176, 0.0880503144, 0.0062893082000000005, 0.4955974842, 0.3698113208, 0.05283018860000001, 0.045283018800000005, 0.0742138364, 0.0893081762, 0.045283018800000005, 0.012578616400000001]"
788,0,1,0,0.6648739496,0.5276470588,0.0490566038,0.013836478,0.051572326999999994,0.0327044026,0.010062893,0.06415094340000001,0.09433962259999999,0.0176100628,0.22012578619999998,0.038993710599999995,0.1496855346,0.055345912,0.06918239000000001,0.14716981140000002,0.0012578616,0.0088050314,0.025157232800000002,0.0037735850000000003,0.0037735850000000003,0.0,0.0,0.0,0.0,0.0,0.015094339600000001,0.0289308176,0.0,0.0,0.0,0.0088050314,0.0037735850000000003,0.0,0.0,0.0,0.0,0.0352201258,0.038993710599999995,0.0,0.0062893082000000005,0.0,0.0440251572,0.0993710692,0.0,0.1786163522,0.10314465399999999,0.022641509400000003,0.0729559748,0.0352201258,0.0540880504,0.0465408806,0.0088050314,"[0.0490566038, 0.013836478, 0.051572326999999994, 0.0327044026, 0.010062893, 0.06415094340000001, 0.09433962259999999, 0.0176100628, 0.22012578619999998, 0.038993710599999995, 0.1496855346, 0.055345912, 0.06918239000000001, 0.14716981140000002, 0.0012578616, 0.0088050314, 0.025157232800000002, 0.0037735850000000003, 0.0037735850000000003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015094339600000001, 0.0289308176, 0.0, 0.0, 0.0, 0.0088050314, 0.0037735850000000003, 0.0, 0.0, 0.0, 0.0, 0.0352201258, 0.038993710599999995, 0.0, 0.0062893082000000005, 0.0, 0.0440251572, 0.0993710692, 0.0, 0.1786163522, 0.10314465399999999, 0.022641509400000003, 0.0729559748, 0.0352201258, 0.0540880504, 0.0465408806, 0.0088050314]","[0.6648739496, 0.5276470588]","[0.6648739496, 0.5276470588, 0.0490566038, 0.013836478, 0.051572326999999994, 0.0327044026, 0.010062893, 0.06415094340000001, 0.09433962259999999, 0.0176100628, 0.22012578619999998, 0.038993710599999995, 0.1496855346, 0.055345912, 0.06918239000000001, 0.14716981140000002, 0.0012578616, 0.0088050314, 0.025157232800000002, 0.0037735850000000003, 0.0037735850000000003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015094339600000001, 0.0289308176, 0.0, 0.0, 0.0, 0.0088050314, 0.0037735850000000003, 0.0, 0.0, 0.0, 0.0, 0.0352201258, 0.038993710599999995, 0.0, 0.0062893082000000005, 0.0, 0.0440251572, 0.0993710692, 0.0, 0.1786163522, 0.10314465399999999, 0.022641509400000003, 0.0729559748, 0.0352201258, 0.0540880504, 0.0465408806, 0.0088050314]"
909,0,1,0,0.46210084030000004,0.3863865546,0.0163522012,0.0075471698000000005,0.012578616400000001,0.0,0.0,0.0,0.0012578616,0.0075471698000000005,0.0050314466,0.0012578616,0.0,0.0,0.0012578616,0.023899371,0.0163522012,0.0062893082000000005,0.0037735850000000003,0.022641509400000003,0.013836478,0.045283018800000005,0.0050314466,0.0867924528,0.022641509400000003,0.0729559748,0.0050314466,0.0176100628,0.0289308176,0.0955974842,0.1220125786,0.055345912,0.0842767296,0.10062893079999999,0.2176100628,0.013836478,0.040251572400000005,0.0440251572,0.015094339600000001,0.0440251572,0.0213836478,0.1522012578,0.0088050314,0.0,0.022641509400000003,0.0,0.0,0.012578616400000001,0.0025157232,0.0,0.0,0.013836478,0.0075471698000000005,"[0.0163522012, 0.0075471698000000005, 0.012578616400000001, 0.0, 0.0, 0.0, 0.0012578616, 0.0075471698000000005, 0.0050314466, 0.0012578616, 0.0, 0.0, 0.0012578616, 0.023899371, 0.0163522012, 0.0062893082000000005, 0.0037735850000000003, 0.022641509400000003, 0.013836478, 0.045283018800000005, 0.0050314466, 0.0867924528, 0.022641509400000003, 0.0729559748, 0.0050314466, 0.0176100628, 0.0289308176, 0.0955974842, 0.1220125786, 0.055345912, 0.0842767296, 0.10062893079999999, 0.2176100628, 0.013836478, 0.040251572400000005, 0.0440251572, 0.015094339600000001, 0.0440251572, 0.0213836478, 0.1522012578, 0.0088050314, 0.0, 0.022641509400000003, 0.0, 0.0, 0.012578616400000001, 0.0025157232, 0.0, 0.0, 0.013836478, 0.0075471698000000005]","[0.46210084030000004, 0.3863865546]","[0.46210084030000004, 0.3863865546, 0.0163522012, 0.0075471698000000005, 0.012578616400000001, 0.0, 0.0, 0.0, 0.0012578616, 0.0075471698000000005, 0.0050314466, 0.0012578616, 0.0, 0.0, 0.0012578616, 0.023899371, 0.0163522012, 0.0062893082000000005, 0.0037735850000000003, 0.022641509400000003, 0.013836478, 0.045283018800000005, 0.0050314466, 0.0867924528, 0.022641509400000003, 0.0729559748, 0.0050314466, 0.0176100628, 0.0289308176, 0.0955974842, 0.1220125786, 0.055345912, 0.0842767296, 0.10062893079999999, 0.2176100628, 0.013836478, 0.040251572400000005, 0.0440251572, 0.015094339600000001, 0.0440251572, 0.0213836478, 0.1522012578, 0.0088050314, 0.0, 0.022641509400000003, 0.0, 0.0, 0.012578616400000001, 0.0025157232, 0.0, 0.0, 0.013836478, 0.0075471698000000005]"
937,0,1,0,0.6271428571000001,0.5520168067,0.06792452839999999,0.023899371,0.0188679246,0.0113207548,0.0440251572,0.033962264199999995,0.09433962259999999,0.0176100628,0.096855346,0.0352201258,0.0981132076,0.0213836478,0.2,0.10943396219999998,0.027672956,0.038993710599999995,0.0025157232,0.0037735850000000003,0.0,0.0075471698000000005,0.0264150944,0.0,0.050314465399999994,0.0729559748,0.0981132076,0.19245283019999998,0.055345912,0.0628930818,0.0163522012,0.0050314466,0.0037735850000000003,0.0025157232,0.010062893,0.0176100628,0.0264150944,0.0364779874,0.0088050314,0.0,0.0,0.0,0.012578616400000001,0.012578616400000001,0.0075471698000000005,0.0050314466,0.0088050314,0.0025157232,0.022641509400000003,0.0075471698000000005,0.0440251572,0.0314465408,0.020125786200000002,"[0.06792452839999999, 0.023899371, 0.0188679246, 0.0113207548, 0.0440251572, 0.033962264199999995, 0.09433962259999999, 0.0176100628, 0.096855346, 0.0352201258, 0.0981132076, 0.0213836478, 0.2, 0.10943396219999998, 0.027672956, 0.038993710599999995, 0.0025157232, 0.0037735850000000003, 0.0, 0.0075471698000000005, 0.0264150944, 0.0, 0.050314465399999994, 0.0729559748, 0.0981132076, 0.19245283019999998, 0.055345912, 0.0628930818, 0.0163522012, 0.0050314466, 0.0037735850000000003, 0.0025157232, 0.010062893, 0.0176100628, 0.0264150944, 0.0364779874, 0.0088050314, 0.0, 0.0, 0.0, 0.012578616400000001, 0.012578616400000001, 0.0075471698000000005, 0.0050314466, 0.0088050314, 0.0025157232, 0.022641509400000003, 0.0075471698000000005, 0.0440251572, 0.0314465408, 0.020125786200000002]","[0.6271428571000001, 0.5520168067]","[0.6271428571000001, 0.5520168067, 0.06792452839999999, 0.023899371, 0.0188679246, 0.0113207548, 0.0440251572, 0.033962264199999995, 0.09433962259999999, 0.0176100628, 0.096855346, 0.0352201258, 0.0981132076, 0.0213836478, 0.2, 0.10943396219999998, 0.027672956, 0.038993710599999995, 0.0025157232, 0.0037735850000000003, 0.0, 0.0075471698000000005, 0.0264150944, 0.0, 0.050314465399999994, 0.0729559748, 0.0981132076, 0.19245283019999998, 0.055345912, 0.0628930818, 0.0163522012, 0.0050314466, 0.0037735850000000003, 0.0025157232, 0.010062893, 0.0176100628, 0.0264150944, 0.0364779874, 0.0088050314, 0.0, 0.0, 0.0, 0.012578616400000001, 0.012578616400000001, 0.0075471698000000005, 0.0050314466, 0.0088050314, 0.0025157232, 0.022641509400000003, 0.0075471698000000005, 0.0440251572, 0.0314465408, 0.020125786200000002]"
